40.438946215451004 0.49964342524281996
1.337276384814773 0.0432118889770685
4.043894621545101 0.025 15.913551824426936
4.043894621545101 0.04868421052631579 15.848507930495886
4.043894621545101 0.07236842105263158 15.741354685686645
4.043894621545101 0.09605263157894736 15.591656702497744
4.043894621545101 0.11973684210526314 15.39880003658763
4.043894621545101 0.14342105263157892 15.161984451569351
4.043894621545101 0.16710526315789473 14.880214165150026
4.043894621545101 0.1907894736842105 14.552288067167936
4.043894621545101 0.2144736842105263 14.176791446193565
4.043894621545101 0.23815789473684207 13.752093357525073
4.043894621545101 0.2618421052631579 13.27635803853346
4.043894621545101 0.2855263157894737 12.747587748996473
4.043894621545101 0.3092105263157895 12.163734049112406
4.043894621545101 0.33289473684210524 11.52295992188474
4.043894621545101 0.35657894736842105 10.82424782787084
4.043894621545101 0.3802631578947368 10.06885569450796
4.043894621545101 0.4039473684210526 9.264069244407516
4.043894621545101 0.4276315789473684 8.434170445571162
4.043894621545101 0.45131578947368417 7.660104619667388
4.043894621545101 0.475 7.295880114515739
8.0877892430902 0.025 36.36205278489305
8.0877892430902 0.04868421052631579 36.213145768740716
8.0877892430902 0.07236842105263158 35.96740586285917
8.0877892430902 0.09605263157894736 35.62318297271442
8.0877892430902 0.11973684210526314 35.178111235499046
8.0877892430902 0.14342105263157892 34.629034182445736
8.0877892430902 0.16710526315789473 33.97189948024619
8.0877892430902 0.1907894736842105 33.2016145817055
8.0877892430902 0.2144736842105263 32.31185034293653
8.0877892430902 0.23815789473684207 31.294773173325087
8.0877892430902 0.2618421052631579 30.140676088815542
8.0877892430902 0.2855263157894737 28.83746251022568
8.0877892430902 0.3092105263157895 27.36990900633436
8.0877892430902 0.33289473684210524 25.718585560010244
8.0877892430902 0.35657894736842105 23.85822795159047
8.0877892430902 0.3802631578947368 21.7552088035862
8.0877892430902 0.4039473684210526 19.36351744852785
8.0877892430902 0.4276315789473684 16.618524249427466
8.0877892430902 0.45131578947368417 13.430450883868197
8.0877892430902 0.475 9.725171115077579
12.1316838646353 0.025 57.50604254465793
12.1316838646353 0.04868421052631579 57.286589497874715
12.1316838646353 0.07236842105263158 56.92418038148576
12.1316838646353 0.09605263157894736 56.416008565533495
12.1316838646353 0.11973684210526314 55.75803863153919
12.1316838646353 0.14342105263157892 54.944865926871024
12.1316838646353 0.16710526315789473 53.9695173575653
12.1316838646353 0.1907894736842105 52.82317521649194
12.1316838646353 0.2144736842105263 51.49479631059971
12.1316838646353 0.23815789473684207 49.970583659672734
12.1316838646353 0.2618421052631579 48.23324350899359
12.1316838646353 0.2855263157894737 46.2609185853202
12.1316838646353 0.3092105263157895 44.02561397071787
12.1316838646353 0.33289473684210524 41.49079197682063
12.1316838646353 0.35657894736842105 38.60753296762938
12.1316838646353 0.3802631578947368 35.30805853427244
12.1316838646353 0.4039473684210526 31.49399979735559
12.1316838646353 0.4276315789473684 27.0130673670408
12.1316838646353 0.45131578947368417 21.60655290038729
12.1316838646353 0.475 14.775144892383954
16.1755784861804 0.025 77.90666101433585
16.1755784861804 0.04868421052631579 77.62764223215619
16.1755784861804 0.07236842105263158 77.16664999204494
16.1755784861804 0.09605263157894736 76.51979073028443
16.1755784861804 0.11973684210526314 75.68145824785984
16.1755784861804 0.14342105263157892 74.64412969024714
16.1755784861804 0.16710526315789473 73.3980751973897
16.1755784861804 0.1907894736842105 71.93095366865228
16.1755784861804 0.2144736842105263 70.2272523782703
16.1755784861804 0.23815789473684207 68.26750481077313
16.1755784861804 0.2618421052631579 66.02718241606107
16.1755784861804 0.2855263157894737 63.47508920090858
16.1755784861804 0.3092105263157895 60.57096713635384
16.1755784861804 0.33289473684210524 57.2617889405192
16.1755784861804 0.35657894736842105 53.4757416923029
16.1755784861804 0.3802631578947368 49.11185532264604
16.1755784861804 0.4039473684210526 44.02064732066181
16.1755784861804 0.4276315789473684 37.9638580030337
16.1755784861804 0.45131578947368417 30.51631717249391
16.1755784861804 0.475 20.757673858779114
20.2194731077255 0.025 97.25052097256862
20.2194731077255 0.04868421052631579 96.92106046659423
20.2194731077255 0.07236842105263158 96.37652485494809
20.2194731077255 0.09605263157894736 95.61200820084963
20.2194731077255 0.11973684210526314 94.62043956550828
20.2194731077255 0.14342105263157892 93.39231783777485
20.2194731077255 0.16710526315789473 91.9153335971292
20.2194731077255 0.1907894736842105 90.17384132899303
20.2194731077255 0.2144736842105263 88.14812553227488
20.2194731077255 0.23815789473684207 85.81337267738405
20.2194731077255 0.2618421052631579 83.13820841112903
20.2194731077255 0.2855263157894737 80.0825680537534
20.2194731077255 0.3092105263157895 76.59450179430532
20.2194731077255 0.33289473684210524 72.6051943568095
20.2194731077255 0.35657894736842105 68.02081443849684
20.2194731077255 0.3802631578947368 62.70831566015782
20.2194731077255 0.4039473684210526 56.4685696110317
20.2194731077255 0.4276315789473684 48.9793712422518
20.2194731077255 0.45131578947368417 39.65210223679214
20.2194731077255 0.475 27.150543226998025
24.2633677292706 0.025 115.48647094441976
24.2633677292706 0.04868421052631579 115.11420248754031
24.2633677292706 0.07236842105263158 114.4987155700637
24.2633677292706 0.09605263157894736 113.63416738333237
24.2633677292706 0.11973684210526314 112.51212984121014
24.2633677292706 0.14342105263157892 111.12126594758593
24.2633677292706 0.16710526315789473 109.44686760461741
24.2633677292706 0.1907894736842105 107.47020931739547
24.2633677292706 0.2144736842105263 105.16764752648093
24.2633677292706 0.23815789473684207 102.50935568992485
24.2633677292706 0.2618421052631579 99.45751907577201
24.2633677292706 0.2855263157894737 95.9636977841387
24.2633677292706 0.3092105263157895 91.96485498993228
24.2633677292706 0.33289473684210524 87.37713700568813
24.2633677292706 0.35657894736842105 82.08563869863364
24.2633677292706 0.3802631578947368 75.9264557810438
24.2633677292706 0.4039473684210526 68.65243880303328
24.2633677292706 0.4276315789473684 59.85971343465115
24.2633677292706 0.45131578947368417 48.79966095366272
24.2633677292706 0.475 33.72623295089154
28.307262350815698 0.025 132.64713732975213
28.307262350815698 0.04868421052631579 132.23848704059282
28.307262350815698 0.07236842105263158 131.56265579088628
28.307262350815698 0.09605263157894736 130.6129378821153
28.307262350815698 0.11973684210526314 129.37965370354456
28.307262350815698 0.14342105263157892 127.84977048537274
28.307262350815698 0.16710526315789473 126.0063600183498
28.307262350815698 0.1907894736842105 123.82783922245505
28.307262350815698 0.2144736842105263 121.2869099172353
28.307262350815698 0.23815789473684207 118.3490667189969
28.307262350815698 0.2618421052631579 114.97046256163532
28.307262350815698 0.2855263157894737 111.09478234673864
28.307262350815698 0.3092105263157895 106.64851973755205
28.307262350815698 0.33289473684210524 101.53355462824254
28.307262350815698 0.35657894736842105 95.61489034872
28.307262350815698 0.3802631578947368 88.69904577936158
28.307262350815698 0.4039473684210526 80.49258031932922
28.307262350815698 0.4276315789473684 70.51240847859975
28.307262350815698 0.45131578947368417 57.853697224650965
28.307262350815698 0.475 40.36733487500054
32.3511569723608 0.025 148.7940688292098
32.3511569723608 0.04868421052631579 148.35447591742556
32.3511569723608 0.07236842105263158 147.6272838962973
32.3511569723608 0.09605263157894736 146.60499518099599
32.3511569723608 0.11973684210526314 145.27678018172656
32.3511569723608 0.14342105263157892 143.62804536877647
32.3511569723608 0.16710526315789473 141.63981499076232
32.3511569723608 0.1907894736842105 139.28786406595685
32.3511569723608 0.2144736842105263 136.54150608153097
32.3511569723608 0.23815789473684207 133.36188381941773
32.3511569723608 0.2618421052631579 129.69951939265636
32.3511569723608 0.2855263157894737 125.49071762967613
32.3511569723608 0.3092105263157895 120.65211851037859
32.3511569723608 0.33289473684210524 115.07211162836262
32.3511569723608 0.35657894736842105 108.59660532437397
32.3511569723608 0.3802631578947368 101.00385474068361
32.3511569723608 0.4039473684210526 91.9559221242677
32.3511569723608 0.4276315789473684 80.89309464441708
32.3511569723608 0.45131578947368417 66.75836815214777
32.3511569723608 0.475 47.006932989214334
36.3950515939059 0.025 163.99733355896336
36.3950515939059 0.04868421052631579 163.53142459441932
36.3950515939059 0.07236842105263158 162.76051771120183
36.3950515939059 0.09605263157894736 161.6763906491224
36.3950515939059 0.11973684210526314 160.26716011652985
36.3950515939059 0.14342105263157892 158.51680010984944
36.3950515939059 0.16710526315789473 156.40445175200875
36.3950515939059 0.1907894736842105 153.90345433087379
36.3950515939059 0.2144736842105263 150.97998853774794
36.3950515939059 0.23815789473684207 147.5911605437462
36.3950515939059 0.2618421052631579 143.68225069548942
36.3950515939059 0.2855263157894737 139.1826663455992
36.3950515939059 0.3092105263157895 133.99979805463022
36.3950515939059 0.33289473684210524 128.00931241891607
36.3950515939059 0.35657894736842105 121.03901644379368
36.3950515939059 0.3802631578947368 112.84022351116792
36.3950515939059 0.4039473684210526 103.03232486488966
36.3950515939059 0.4276315789473684 90.98164417728819
36.3950515939059 0.45131578947368417 75.48323779742846
36.3950515939059 0.475 53.60445035838743
