macrorep i x y cond_mean cond_var cei lf hf maxcei x_star lf_next hf_next
5.000000000000000000e+00 9.400000000000000000e+01 1.000000000000000021e-02 0.000000000000000000e+00 5.832628191662826526e-03 9.237790582199301159e-02 5.334521716652174290e-05 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.400000000000000000e+01 2.000000000000000042e-02 0.000000000000000000e+00 4.416843064168490124e-03 1.702031858977881562e-01 1.024366179679477538e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.400000000000000000e+01 2.999999999999999889e-02 0.000000000000000000e+00 2.982926166674569439e-03 2.354788298822393100e-01 3.292274811155158215e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.400000000000000000e+01 4.000000000000000083e-02 0.000000000000000000e+00 1.521666110780860691e-03 2.898848373781418020e-01 6.215478062807089366e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.400000000000000000e+01 5.000000000000000278e-02 0.000000000000000000e+00 2.367585742529213638e-05 3.348214560951096597e-01 9.251379105103506306e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.400000000000000000e+01 6.000000000000000472e-02 0.000000000000000000e+00 -1.520667584841289832e-03 3.714452200324621645e-01 1.209179961794403652e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.400000000000000000e+01 6.999999999999999278e-02 0.000000000000000000e+00 -3.121284977323030008e-03 4.006987152010283992e-01 1.457990507231284039e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.400000000000000000e+01 8.000000000000000167e-02 0.000000000000000000e+00 -4.788458581501078837e-03 4.233348389644145948e-01 1.664168400536521902e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.400000000000000000e+01 8.999999999999999667e-02 0.000000000000000000e+00 -6.532898211609088415e-03 4.399361773625278804e-01 1.824551621902516241e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
5.000000000000000000e+00 9.400000000000000000e+01 9.999999999999999167e-02 0.000000000000000000e+00 -8.365810033779634905e-03 4.509299991316425560e-01 1.937970461143605216e-02 0.000000000000000000e+00 0.000000000000000000e+00 1.570000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
