macrorep i x y cond_mean cei lf hf maxcei x_star lf_next hf_next
0.000000000000000000e+00 2.250000000000000000e+02 1.000000000000000021e-02 0.000000000000000000e+00 -5.038172874259277956e-02 1.355371892459488982e-13 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.000000000000000042e-02 0.000000000000000000e+00 -5.668153244931790902e-02 9.576465388488165775e-09 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.999999999999999889e-02 0.000000000000000000e+00 -6.298615983737293478e-02 7.464879413745670268e-07 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 4.000000000000000083e-02 0.000000000000000000e+00 -6.929802505617180253e-02 7.937674140578662458e-06 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 5.000000000000000278e-02 0.000000000000000000e+00 -7.561954502661737132e-02 3.562461145169179251e-05 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 6.000000000000000472e-02 0.000000000000000000e+00 -8.195314036658161994e-02 1.014091899939099321e-04 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 6.999999999999999278e-02 0.000000000000000000e+00 -8.830123631780160964e-02 2.200582939473152456e-04 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 8.000000000000000167e-02 0.000000000000000000e+00 -9.466626367454587798e-02 4.005593261988014617e-04 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 8.999999999999999667e-02 0.000000000000000000e+00 -1.010506597144071039e-01 6.460863495391221817e-04 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 9.999999999999999167e-02 0.000000000000000000e+00 -1.074568691315772317e-01 9.552099360901440336e-04 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 1.100000000000000006e-01 0.000000000000000000e+00 -1.138873449729626008e-01 1.323319998343914367e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 1.199999999999999956e-01 0.000000000000000000e+00 -1.203445495774975171e-01 1.743842937386835476e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 1.300000000000000044e-01 0.000000000000000000e+00 -1.268309555190157978e-01 2.209152961379069052e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 1.400000000000000133e-01 0.000000000000000000e+00 -1.333490465530414726e-01 2.711203437702237873e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 1.500000000000000222e-01 0.000000000000000000e+00 -1.399013185678612547e-01 3.241939143345747704e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 1.600000000000000033e-01 0.000000000000000000e+00 -1.464902805402426289e-01 3.793549678804655073e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 1.700000000000000122e-01 0.000000000000000000e+00 -1.531184554961640687e-01 4.358612908064385394e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 1.800000000000000211e-01 0.000000000000000000e+00 -1.597883814769244237e-01 4.930164756027574646e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 1.900000000000000022e-01 0.000000000000000000e+00 -1.665026125110025401e-01 5.501721154556719201e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.000000000000000111e-01 0.000000000000000000e+00 -1.732637195920382345e-01 6.067269935480183035e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.100000000000000200e-01 0.000000000000000000e+00 -1.800742916633095436e-01 6.621244715413497628e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.200000000000000011e-01 0.000000000000000000e+00 -1.869369366090835038e-01 7.158488798331967551e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.300000000000000100e-01 0.000000000000000000e+00 -1.938542822532192955e-01 7.674214369258684776e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.400000000000000189e-01 0.000000000000000000e+00 -2.008289773654070298e-01 8.163960395999807218e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.500000000000000000e-01 0.000000000000000000e+00 -2.078636926754267866e-01 8.623551423177167052e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.600000000000000089e-01 0.000000000000000000e+00 -2.149611218958165648e-01 9.049058641172190443e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.700000000000000178e-01 0.000000000000000000e+00 -2.221239827533409428e-01 9.436764109123516042e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.800000000000000266e-01 0.000000000000000000e+00 -2.293550180296547447e-01 9.783128716148836723e-03 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.900000000000000355e-01 0.000000000000000000e+00 -2.366569966115614487e-01 1.008476431963149095e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 2.999999999999999889e-01 0.000000000000000000e+00 -2.440327145512665163e-01 1.033841046693593363e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 3.099999999999999978e-01 0.000000000000000000e+00 -2.514849961370340670e-01 1.054091616678228677e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 3.200000000000000067e-01 0.000000000000000000e+00 -2.590166949746548486e-01 1.068922732094071404e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 3.300000000000000155e-01 0.000000000000000000e+00 -2.666306950801405340e-01 1.078038065909842080e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 2.250000000000000000e+02 3.400000000000000244e-01 0.000000000000000000e+00 -2.743299119840626465e-01 1.081150535365769938e-02 0.000000000000000000e+00 0.000000000000000000e+00 8.030000000000000000e+02 0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
