macrorep i x y cond_mean cond_var cond_mean_err cond_var_err cei lf hf maxcei x_star lf_next hf_next
1.000000000000000000e+00 2.320000000000000000e+02 1.000000000000000021e-02 0.000000000000000000e+00 2.042418059895723462e-02 2.620538941473041228e-02 9.581178350846150660e-02 1.763427927273519477e-02 3.340379069908572286e-13 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.000000000000000042e-02 0.000000000000000000e+00 1.380548084526690700e-02 5.087691101960049866e-02 9.287056800755659480e-02 3.340721448521893205e-02 2.805469947220190457e-08 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.999999999999999889e-02 0.000000000000000000e+00 7.180668508763740632e-03 7.406015049175458664e-02 8.991182161891915492e-02 4.750725304736463234e-02 1.822382552397973279e-06 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 4.000000000000000083e-02 0.000000000000000000e+00 5.466837691599779614e-04 9.579794360300539213e-02 8.692671351367180221e-02 6.010285540809442301e-02 1.667766586466816188e-05 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 5.000000000000000278e-02 0.000000000000000000e+00 -6.099537430315167541e-03 1.161304553676746898e-01 8.390633418238205299e-02 7.134450773939869650e-02 6.681873413951736236e-05 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 6.000000000000000472e-02 0.000000000000000000e+00 -1.276106479811983663e-02 1.350952542556640157e-01 8.084166884327549651e-02 8.136651987241805273e-02 1.741592792387156030e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 6.999999999999999278e-02 0.000000000000000000e+00 -1.944097511221421631e-02 1.527273816078789093e-01 7.772357053624766310e-02 9.028862996641999483e-02 3.520173965406020455e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 8.000000000000000167e-02 0.000000000000000000e+00 -2.614235364114046029e-02 1.690594163822660700e-01 7.454273282236957565e-02 9.821743508247951504e-02 6.039015510502102405e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 8.999999999999999667e-02 0.000000000000000000e+00 -3.286829556902411131e-02 1.841215353500948171e-01 7.128966200740442793e-02 1.052476647536670640e-01 9.256830002244064923e-04 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 9.999999999999999167e-02 0.000000000000000000e+00 -3.962190742515536018e-02 1.979415688537077556e-01 6.795464880643233008e-02 1.114633127677453345e-01 1.308335023710962761e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 1.100000000000000006e-01 0.000000000000000000e+00 -4.640630851881016178e-02 2.105450522287647119e-01 6.452773936501188246e-02 1.169386406843674481e-01 1.740173557960982345e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 1.199999999999999956e-01 0.000000000000000000e+00 -5.322463237997426128e-02 2.219552729859928519e-01 6.099870555038666708e-02 1.217390650763154059e-01 2.208414463699702457e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 1.300000000000000044e-01 0.000000000000000000e+00 -6.008002820663541771e-02 2.321933138396209129e-01 5.735701442406654360e-02 1.259219390951087092e-01 2.700157835406051532e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 1.400000000000000133e-01 0.000000000000000000e+00 -6.697566231931187386e-02 2.412780916620017035e-01 5.359179680466975154e-02 1.295372376987508345e-01 3.202962240171625813e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 1.500000000000000222e-01 0.000000000000000000e+00 -7.391471962348974967e-02 2.492263924363983529e-01 4.969181482719686044e-02 1.326281547283843232e-01 3.705147809718815216e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 1.600000000000000033e-01 0.000000000000000000e+00 -8.090040508064391678e-02 2.560529022725186454e-01 4.564542840191252587e-02 1.352316189674374614e-01 4.195929308712768174e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 1.700000000000000122e-01 0.000000000000000000e+00 -8.793594518852257402e-02 2.617702345421034082e-01 4.144056047272613730e-02 1.373787353488884477e-01 4.665447754267661867e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 1.800000000000000211e-01 0.000000000000000000e+00 -9.502458947137853995e-02 2.663889531847079550e-01 3.706466097137998267e-02 1.390951565819772140e-01 5.104745397546527758e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 1.900000000000000022e-01 0.000000000000000000e+00 -1.021696119808357117e-01 2.699175922267383343e-01 3.250466935986061345e-02 1.404013896383826676e-01 5.505712771622921220e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.000000000000000111e-01 0.000000000000000000e+00 -1.093743128080846838e-01 2.723626715498099760e-01 2.774697564923546411e-02 1.413130407596132621e-01 5.861026061852521452e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.100000000000000200e-01 0.000000000000000000e+00 -1.166420196081048299e-01 2.737287089375599614e-01 2.277737977856968132e-02 1.418410019128410193e-01 6.164086521841791178e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.200000000000000011e-01 0.000000000000000000e+00 -1.239760891366172568e-01 2.740182284231763576e-01 1.758104923268309638e-02 1.419915809228632642e-01 6.408969766670175733e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.300000000000000100e-01 0.000000000000000000e+00 -1.313799088004788673e-01 2.732317649530644488e-01 1.214247477225151306e-02 1.417665768349460342e-01 6.590390671461852923e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.400000000000000189e-01 0.000000000000000000e+00 -1.388568982222336545e-01 2.713678653752698566e-01 6.445424144121580934e-03 1.411633014089478111e-01 6.703688750085437520e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.500000000000000000e-01 0.000000000000000000e+00 -1.464105108195425387e-01 2.684230857544837590e-01 4.728936336809291818e-04 1.401745470015250405e-01 6.744838974573591495e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.600000000000000089e-01 0.000000000000000000e+00 -1.540442354002233283e-01 2.643919850086680068e-01 -5.792942685315813356e-03 1.387885004526913379e-01 6.710493872425719875e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
1.000000000000000000e+00 2.320000000000000000e+02 2.700000000000000178e-01 0.000000000000000000e+00 -1.617615977736358290e-01 2.592671148555449889e-01 -1.237078615493679423e-02 1.369886019478891437e-01 6.598064379585402012e-03 0.000000000000000000e+00 0.000000000000000000e+00 1.430000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
