macrorep i x y cond_mean cond_var cond_mean_err cond_var_err cei lf hf maxcei x_star lf_next hf_next
0.000000000000000000e+00 1.500000000000000000e+01 1.000000000000000021e-02 0.000000000000000000e+00 -6.839285100479328139e-02 2.200399829424162790e-02 -9.144025747646102875e-01 2.567190073307986861e-02 3.884762752814198499e-09 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+01 2.000000000000000042e-02 0.000000000000000000e+00 -7.363788876561214169e-02 4.294292980033510149e-02 -9.128493366100947082e-01 4.868757083973201255e-02 2.684713774841461259e-07 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+01 2.999999999999999889e-02 0.000000000000000000e+00 -7.888694258659721681e-02 6.284886908522861748e-02 -9.112869441328208531e-01 6.931890550806354967e-02 2.981072305948755617e-06 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+01 4.000000000000000083e-02 0.000000000000000000e+00 -8.414202242003047949e-02 8.175230836301027038e-02 -9.097107864111455555e-01 8.780963262409963166e-02 1.428060548803005412e-05 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+01 5.000000000000000278e-02 0.000000000000000000e+00 -8.940514052565690095e-02 9.968220420333548382e-02 -9.081162118995332877e-01 1.043781920466040486e-01 4.322251454545744404e-05 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+01 6.000000000000000472e-02 0.000000000000000000e+00 -9.467831224121306399e-02 1.166660218875314181e-01 -9.064985147009482214e-01 1.192203161422629859e-01 9.889532613687867374e-05 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+01 6.999999999999999278e-02 0.000000000000000000e+00 -9.996355675413434727e-02 1.327297774803236352e-01 -9.048529206788441526e-01 1.325113420663362740e-01 1.882646706806117946e-04 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+01 8.000000000000000167e-02 0.000000000000000000e+00 -1.052628978747362221e-01 1.478980776816314902e-01 -9.031745733677661869e-01 1.444082831048598414e-01 3.153729565315449047e-04 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+01 8.999999999999999667e-02 0.000000000000000000e+00 -1.105783648111658690e-01 1.621941575194769947e-01 -9.014585196409845569e-01 1.550516835481617617e-01 4.814585782487905766e-04 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
0.000000000000000000e+00 1.500000000000000000e+01 9.999999999999999167e-02 0.000000000000000000e+00 -1.159119929464204890e-01 1.756399159417469380e-01 -8.996996950928617398e-01 1.645672790082063908e-01 6.854813920919187661e-04 0.000000000000000000e+00 0.000000000000000000e+00 7.660000000000000000e+02 0.000000000000000000e+00 0.000000000000000000e+00 1.000000000000000000e+00
